location,type,bedrooms,bathrooms,parking,log_area,log_price
Portales Del Norte,Casa,4,1.5,1,5.6240175061873385,19.768753892252057
Bella Suiza,Apartamento,3,3.0,1,4.727387818712341,20.322788270349285
Usaquén,Apartamento,2,1.0,0,3.6888794541139363,19.54561034093785
Puente Aranda,Apartamento,2,1.0,0,3.4965075614664802,19.1768027236737
Usaquén,Apartamento,5,4.0,0,5.147494476813453,20.671972542558862
Pasadena ,Oficina,3,2.0,1,3.970291913552122,20.36659089300768
Pasadena ,Oficina,3,1.0,0,2.772588722239781,18.31532022829454
Pasadena ,Apartaestudio,3,1.0,1,3.4339872044851463,19.67344371244773
Usaquén,Apartamento,3,3.0,1,4.897839799950911,20.352202155555577
Palermo,Local,11,8.0,1,6.329720905522696,21.253894088008582
Barrios Unidos,Local,3,4.0,0,5.703782474656201,21.34384232467152
Puente Aranda,Local,3,3.0,0,6.030685260261263,20.905587393740365
Santa Barbara,Apartamento,2,3.0,0,4.804021044733257,20.477365298509586
Niza,Oficina,3,1.0,1,5.3612921657094255,20.755939174275554
Suba,Oficina,3,2.0,1,3.912023005428146,19.580701660749117
El Chicó,Apartamento,2,2.0,0,5.6240175061873385,20.31120579347911
Santa Barbara,Apartamento,3,2.0,1,4.890349128221754,20.493852672618605
Chapinero,Oficina,3,1.0,1,3.6888794541139363,19.424982353149232
Santa Barbara,Apartamento,2,3.0,1,4.77912349311153,20.548912449801634
Santa Barbara,Oficina,3,1.0,1,3.58351893845611,19.583831553758046
Los Rosales,Apartamento,3,3.0,1,5.68697535633982,21.886416646752092
Usaquén,Apartamento,3,3.0,0,4.882801922586371,20.493852672618605
Centro Internacional,Oficina,3,2.0,0,6.104793232414985,21.886416646752092
Chico Norte,Oficina,3,1.0,0,4.1588830833596715,19.879295766651882
Chico Norte Ii,Oficina,3,1.0,0,4.584967478670572,20.169880598761626
Centro Internacional,Oficina,3,1.0,0,3.5263605246161616,19.432281655630845
Santa Barbara,Apartamento,3,3.0,0,4.8283137373023015,20.6234455016642
El Chicó,Apartamento,3,4.0,0,5.6240175061873385,20.71321550109291
Las Aguas,Apartaestudio,1,1.0,0,3.044522437723423,19.296149481306266
Usaquén,Oficina,3,2.0,0,4.672828834461906,21.19389427096099
Usaquén,Oficina,3,1.0,0,4.204692619390966,20.14344734169347
Teusaquillo,Local,3,1.0,0,4.0943445622221,20.5001222856322
Nicolas De Federman,Casa,4,1.0,1,5.645446897643238,20.985630101413904
Nicolas De Federman,Casa,6,6.0,1,6.093569770045136,21.365119723118806
Teusaquillo,Apartamento,11,11.0,1,5.966146739123692,21.716517609956693
Suba,Casa,4,2.0,1,5.3471075307174685,20.63988422800736
Fontibón,Oficina,3,2.0,1,5.3230099791384085,21.653853873521392
La Macarena,Apartamento,3,2.0,0,4.290459441148391,20.245230036003413
Chico Norte,Oficina,3,1.0,1,4.04305126783455,19.70161458941443
Usaquén,Apartamento,3,4.0,1,5.393627546352362,20.94640938826062
San Diego,Oficina,3,1.0,0,3.5263605246161616,19.209138104316636
Santa Fe,Local,3,2.0,0,4.983606621708336,20.671972542558862
San Patricio,Local,3,1.0,0,4.330733340286331,20.72326583694641
San Diego,Oficina,3,1.0,0,4.804021044733257,20.107079697522593
Santa Fe,Local,3,1.0,0,3.091042453358316,19.33697147582652
Santa Fe,Local,3,2.0,0,4.9344739331306915,20.752824639187956
Santa Barbara,Apartamento,3,2.0,0,4.8283137373023015,20.584003769612902
Santa Barbara,Apartamento,2,3.0,0,4.465908118654584,20.08838756451044
Kennedy,Casa,6,6.0,0,5.6240175061873385,20.337603356134426
Cedritos,Casa,5,3.0,1,4.912654885736052,20.276978734317993
Suba,Oficina,1,2.0,0,3.2188758248682006,19.162618088681743
San Patricio,Oficina,3,2.0,1,4.859812404361672,20.671972542558862
Chico Norte,Oficina,3,1.0,1,4.356708826689592,20.47480447764791
Chico Norte,Oficina,3,1.0,0,4.007333185232471,19.71814389136564
Usaquén,Apartamento,3,3.0,1,4.564348191467836,20.595432465436527
Usaquén,Casa,6,5.0,0,5.6240175061873385,21.416413017506358
Suba,Casa,4,5.0,1,5.703782474656201,21.82187812561452
Santa Barbara,Apartamento,2,2.0,1,4.605170185988092,20.069339369539748
Cedritos,Apartamento,3,3.0,1,5.6240175061873385,20.292482920853956
El Chicó,Local,3,1.0,1,5.117993812416755,21.657036893815807
Ciudad Bolívar,Local,3,2.0,0,4.941642422609304,21.333574739197353
Usaquén,Apartamento,3,5.0,1,5.8944028342648505,21.815189137463726
Niza,Casa,4,4.0,1,5.6240175061873385,20.818576016750736
Usme,Apartamento,3,3.0,1,5.062595033026967,21.094829393378895
Usaquén,Casa,6,5.0,0,5.6240175061873385,21.416413017506358
Suba,Casa,4,5.0,1,5.703782474656201,21.82187812561452
Santa Barbara,Apartamento,2,2.0,1,4.605170185988092,20.069339369539748
Cedritos,Apartamento,3,3.0,1,5.6240175061873385,20.292482920853956
Usaquén,Apartamento,3,5.0,1,5.8944028342648505,21.815189137463726
El Chicó,Local,3,1.0,1,5.117993812416755,21.657036893815807
Ciudad Bolívar,Local,3,2.0,0,4.941642422609304,21.333574739197353
Niza,Casa,4,4.0,1,5.6240175061873385,20.818576016750736
Santa Barbara,Apartamento,3,3.0,1,4.653960350157523,20.48119427574668
Usme,Apartamento,3,3.0,1,5.062595033026967,21.094829393378895
La Uribe,Casa,4,4.0,1,5.081404364984463,20.394761769974377
Galerias,Oficina,3,2.0,0,2.4849066497880004,17.893048001869992
Usaquén,Local,3,3.0,0,4.90527477843843,20.790924485420227
Barrios Unidos,Local,3,1.0,0,5.8289456176102075,21.059738073567623
Chapinero,Local,3,1.0,0,4.48863636973214,21.07965273940518
Galerias,Local,3,1.0,0,3.367295829986474,19.729013563602543
Usaquén,Apartamento,3,4.0,0,5.6240175061873385,21.365119723118806
Santa Barbara,Apartamento,3,3.0,0,4.990432586778736,20.617905321288585
Bosa,Casa,9,6.0,0,4.276666119016055,20.337603356134426
Chapinero,Apartamento,3,5.0,1,5.1647859739235145,21.2240411248589
Usaquén,Apartaestudio,3,1.0,0,2.995732273553991,19.11382792451231
Modelia,Oficina,3,2.0,1,4.762173934797756,20.444378312176127
Ciudad Salitre,Local,3,2.0,0,5.6240175061873385,21.055357482774728
Fontibón,Casa,3,2.0,1,5.298317366548036,20.14344734169347
Villemar,Apartamento,6,3.0,0,5.480638923341991,20.14344734169347
Engativa,Apartamento,2,2.0,0,4.23410650459726,19.855765269241687
Fontibón,Apartamento,3,1.0,1,4.189654742026425,19.450300161133523
Quinta Camacho,Local,3,2.0,0,5.8971538676367405,21.854345315752024
Engativa,Local,12,8.0,1,5.857933154483459,20.671972542558862
Suba,Casa,3,4.0,1,5.393627546352362,20.60673202069046
Fontibón,Casa,13,7.0,0,6.135564891081739,20.36659089300768
San Diego,Oficina,3,3.0,0,5.6240175061873385,20.125428836190792
Teusaquillo,Oficina,3,2.0,1,4.6913478822291435,20.617905321288585
Chapinero,Oficina,3,2.0,1,5.209486152841421,21.10443825248553
Centro Internacional,Local,3,1.0,0,4.382026634673881,20.21244021318042
Usaquén,Apartamento,1,1.0,0,3.367295829986474,19.33697147582652
El Chicó,Apartamento,2,2.0,0,5.6240175061873385,20.86302777932157
Marly,Local,3,2.0,0,2.4849066497880004,19.11382792451231
Usaquén,Apartamento,4,3.0,1,5.6240175061873385,20.595432465436527
Alameda,Oficina,20,1.0,0,5.4638318050256105,20.292482920853956
Teusaquillo,Local,3,2.0,0,4.700480365792417,20.524814898222573
Centro Internacional,Oficina,3,2.0,1,3.4339872044851463,19.186148586091935
Santa Barbara,Apartamento,4,3.5,1,5.075173815233827,21.128730945054574
Chapinero,Apartamento,3,3.0,0,5.5093883366279774,20.976356464628573
Chico Reservado,Apartamento,3,2.0,0,5.0369526024136295,20.595432465436527
Usaquén,Apartamento,3,3.0,0,4.68213122712422,20.5001222856322
El Chicó,Apartamento,3,3.0,0,5.181783550292085,21.12204195690378
Chapinero,Apartamento,3,4.0,0,5.049856007249537,21.2240411248589
Usaquén,Casa,3,2.5,0,4.727387818712341,20.36659089300768
Chapinero Central,Oficina,3,2.0,0,4.976733742420574,19.712664425601016
San Patricio,Apartamento,1,2.0,0,4.189654742026425,20.461901072812005
El Batán,Apartamento,3,3.0,0,4.9344739331306915,20.572442947211826
Usaquén,Oficina,3,2.0,0,2.833213344056216,19.25358986688747
Chapinero,Apartamento,3,4.0,0,5.049856007249537,21.2240411248589
Usaquén,Casa,3,2.5,0,4.727387818712341,20.36659089300768
Chapinero Central,Oficina,3,2.0,0,4.976733742420574,19.712664425601016
San Patricio,Apartamento,1,2.0,0,4.189654742026425,20.461901072812005
El Batán,Apartamento,3,3.0,0,4.9344739331306915,20.572442947211826
Usaquén,Oficina,3,2.0,0,2.833213344056216,19.25358986688747
El Chicó,Oficina,3,2.0,1,5.6240175061873385,19.41393251696265
Usaquén,Apartamento,4,3.0,0,5.537334267018537,21.639556568820566
Teusaquillo,Oficina,3,1.0,1,5.6240175061873385,21.059738073567623
Usaquén,Oficina,3,2.0,0,4.0943445622221,20.292482920853956
Los Rosales,Apartamento,4,4.0,0,5.666426688112432,21.68834673299
El Chicó,Oficina,3,2.0,1,3.713572066704308,19.519293032620475
Santa Barbara,Oficina,3,1.0,1,5.1298987149230735,21.51172319731068
Engativa,Casa,4,2.0,0,4.762173934797756,19.723593496133205
Santa Barbara,Apartamento,3,3.0,0,4.718498871295094,20.245230036003413
Chico Norte Ii,Oficina,3,2.0,1,4.663439094112067,20.562627490983598
Barrios Unidos,Apartamento,2,2.0,0,5.6240175061873385,19.577561940744452
El Chicó,Oficina,3,2.0,0,4.955827057601261,21.079960780685145
Alameda,Apartamento,3,4.0,1,5.6240175061873385,20.5001222856322
Kennedy,Casa,3,3.5,1,5.940171252720432,21.128730945054574
Rafael Uribe Uribe,Casa,8,3.0,0,5.6240175061873385,19.92475814072864
El Chicó,Apartamento,1,2.0,1,4.110873864173311,20.21244021318042
Chapinero,Casa,6,5.0,1,5.991464547107982,21.82154473671328
Teusaquillo,Casa,2,3.0,0,5.298317366548036,20.43558376449463
El Chicó,Apartamento,3,3.0,0,4.844187086458591,20.66032603717254
El Salitre,Apartamento,3,1.0,1,3.9889840465642745,19.33697147582652
Nicolas De Federman,Casa,3,3.0,0,5.181783550292085,20.772056001115843
Nueva Zelandia,Local,3,2.0,0,4.394449154672439,21.611157094298868
Los Mártires,Apartamento,2,2.0,0,4.204692619390966,19.755681810684706
Nicolas De Federman,Casa,6,6.0,0,6.173786103901937,21.31105250184853
Teusaquillo,Casa,5,5.0,1,6.214608098422191,21.35453761378827
Engativa,Casa,3,1.5,0,5.6240175061873385,20.125428836190792
San Patricio,Apartamento,2,3.0,1,5.075173815233827,20.818576016750736
Teusaquillo,Local,3,2.0,0,3.8501476017100584,20.89721914406985
San Patricio,Oficina,1,2.0,1,2.8903717578961645,18.560442686327523
La Candelaria,Local,19,2.0,0,5.564520407322694,21.51172319731068
Suba,Local,3,2.0,0,4.02535169073515,20.560746907448635
Usaquén,Apartamento,2,3.0,0,4.795790545596741,20.43558376449463
El Salitre,Apartamento,2,2.0,0,4.060443010546419,19.3761921889798
Los Rosales,Apartamento,3,3.0,0,5.25227342804663,21.253894088008582
Mirandela ,Apartamento,3,1.0,1,4.23410650459726,19.583831553758046
Chico Navarra,Oficina,3,1.0,1,4.110873864173311,20.19563309486404
El Chicó,Oficina,3,2.0,1,4.04305126783455,19.755681810684706
Fontibón,Casa,8,4.0,1,5.19295685089021,20.650695144111577
Quinta Camacho,Oficina,3,1.0,0,4.736198448394496,20.560746907448635
El Chicó,Apartamento,3,3.0,0,5.6240175061873385,20.560746907448635
San Diego,Oficina,3,2.0,0,5.521460917862246,20.43558376449463
Usaquén,Apartamento,3,2.0,0,5.6240175061873385,19.295732727809924
Usaquén,Apartamento,1,1.0,0,5.6240175061873385,19.283570699099407
El Virrey,Local,3,2.0,0,4.90527477843843,21.2851647308964
Marly,Oficina,4,3.0,1,4.532599493153256,19.90228528487658
La Candelaria,Oficina,11,3.0,0,5.749392985908253,20.70306312962889
Santa Barbara,Apartamento,3,5.0,1,6.023447592961033,21.639556568820566
Chapinero,Oficina,7,2.0,0,5.214935757608986,21.02337042939675
Chapinero,Apartamento,2,2.0,0,4.356708826689592,20.337603356134426
Usaquén,Apartamento,1,1.0,0,5.6240175061873385,19.279342362989883
Turingia,Casa,2,1.0,0,3.828641396489095,18.951308995014536
Fontibón,Casa,5,3.0,0,5.5909869805108565,20.43558376449463
La Candelaria,Apartamento,3,2.0,0,4.127134385045092,20.125428836190792
Usaquén,Oficina,3,6.0,1,5.69035945432406,22.034297713565756
Barrios Unidos,Casa,8,4.0,1,5.6240175061873385,20.5001222856322
Los Mártires,Apartamento,2,1.0,0,5.6240175061873385,19.275096072108433
La Calleja,Apartamento,1,1.0,1,3.5553480614894135,19.83166771766263
Ciudad Bolívar,Local,3,2.0,0,5.187385805840755,21.802695306197748
Ciudad Bolívar,Local,3,2.0,0,4.852030263919617,21.386469141133283
Ciudad Bolívar,Local,3,2.0,0,4.356708826689592,20.893852137521947
Santa Barbara,Apartamento,3,3.0,0,4.852030263919617,21.221624496253703
Chico Norte Ii,Oficina,3,1.0,0,5.0369526024136295,21.12204195690378
Santa Barbara,Apartamento,3,3.0,0,4.997212273764115,21.313999932238207
Barrios Unidos,Oficina,3,2.0,0,4.04305126783455,19.204582287780774
Kennedy,Local,1,1.0,0,4.430816798843313,19.008467408854486
Chico Norte Ii,Apartamento,2,2.0,0,4.189654742026425,20.08838756451044
Niza,Apartamento,3,3.5,0,5.652489180268651,20.560746907448635
Barrios Unidos,Apartamento,4,4.0,1,5.6240175061873385,21.51172319731068
Nicolas De Federman,Apartamento,2,2.0,1,3.912023005428146,19.855765269241687
Los Mártires,Apartamento,2,2.0,0,5.6240175061873385,19.67344371244773
Santa Barbara,Oficina,3,1.0,1,4.2626798770413155,19.855765269241687
Chapinero,Apartamento,3,4.0,0,5.71042701737487,21.598734574300313
Chico Norte Ii,Oficina,3,2.0,0,5.5254529391317835,21.481263989825973
El Chicó,Oficina,3,2.0,0,5.805134968916488,21.923230619874808
Los Mártires,Apartamento,2,2.0,0,5.6240175061873385,19.67344371244773
Santa Barbara,Oficina,3,1.0,1,4.2626798770413155,19.855765269241687
Chapinero,Apartamento,3,4.0,0,5.71042701737487,21.598734574300313
Chico Norte Ii,Oficina,3,2.0,0,5.5254529391317835,21.481263989825973
El Chicó,Oficina,3,2.0,0,5.805134968916488,21.923230619874808
Bella Suiza,Oficina,3,2.0,0,3.6109179126442243,19.806975105072254
Usaquén,Apartamento,3,3.0,1,5.3230099791384085,21.128730945054574
Usaquén,Apartamento,3,3.0,1,5.204006687076795,20.905587393740365
Usaquén,Casa,3,3.0,1,4.820281565605037,20.5001222856322
Los Rosales,Apartamento,5,4.0,0,5.973809611869261,21.82187812561452
Portales Del Norte,Local,3,2.0,0,5.402677381872279,21.39365603038374
Chico Norte,Oficina,3,1.0,0,4.276666119016055,20.11812953370918
Chico Norte,Oficina,3,1.0,0,4.276666119016055,20.11812953370918
Santa Fe,Apartamento,2,1.0,0,4.330733340286331,19.395240383950497
Chapinero,Apartamento,3,2.5,1,5.214935757608986,20.977908055319993
Usaquén,Apartamento,3,3.0,0,4.927253685157205,20.536936258754917
Santa Fe,Oficina,5,1.0,0,4.442651256490317,19.519293032620475
Kennedy,Casa,5,5.0,1,6.3561076606958915,21.193269466192145
Santa Fe,Apartamento,2,2.0,1,4.219507705176107,20.292482920853956
El Chicó,Apartamento,3,3.0,0,5.442417710521793,21.12539204378906
Usaquén,Apartamento,3,3.0,1,4.852030263919617,20.772056001115843
Kennedy,Apartamento,3,2.0,0,4.110873864173311,19.539095659916654
Las Nieves,Local,3,4.0,0,6.073044534100405,21.17179043451502
Americas Occidental,Casa,5,3.0,1,5.3230099791384085,20.43558376449463
Chico Reservado,Oficina,3,1.0,0,4.248495242049359,20.030118656386467
Usaquén,Apartamento,3,3.0,1,4.51085950651685,20.363729660726648
Santa Barbara,Apartamento,1,1.5,1,3.871201010907891,20.069339369539748
San Patricio,Apartamento,3,2.0,1,4.276666119016055,20.030118656386467
El Batán,Casa,4,4.0,0,5.342334251964811,20.76248655009969
Chico Norte Ii,Oficina,3,2.0,1,4.0943445622221,20.08838756451044
Chapinero,Apartamento,3,3.0,0,5.799092654460526,21.639556568820566
Usaquén,Oficina,3,2.0,0,5.976350909297934,21.886416646752092
Los Rosales,Apartamento,2,3.0,0,4.990432586778736,20.954377557909798
Centro Internacional,Oficina,3,2.0,0,3.091042453358316,19.008467408854486
Barrios Unidos,Oficina,3,4.0,1,5.602118820879701,20.72226533661283
Barrios Unidos,Casa,5,4.0,1,5.602118820879701,20.72226533661283
Barrios Unidos,Casa,3,3.0,1,5.407171771460119,20.905587393740365
Usaquén,Apartamento,2,2.0,0,4.07753744390572,19.67344371244773
Britalia Norte,Apartamento,2,2.0,1,5.6240175061873385,19.89085658905296
Usaquén,Apartamento,3,3.0,1,4.941642422609304,20.772056001115843
Ciudad Bolívar,Casa,4,2.0,0,5.6240175061873385,19.519293032620475
Chapinero,Oficina,2,2.0,0,4.219507705176107,20.049921283682647
Cedritos,Apartamento,3,2.0,1,4.204692619390966,19.86759972688869
Suba,Apartamento,4,5.0,0,5.402677381872279,21.416413017506358
Suba,Apartamento,3,3.5,1,5.356586274672012,21.045349336115525
El Chicó,Apartamento,3,2.0,0,5.135798437050262,20.905587393740365
El Chicó,Oficina,3,1.0,0,4.276666119016055,20.9755797655604
Suba,Casa,4,2.0,0,5.2574953720277815,21.059738073567623
Suba,Casa,4,6.0,0,6.037870919922137,21.51172319731068
Niza,Apartamento,3,4.0,0,4.882801922586371,20.93482090036058
Barrios Unidos,Casa,4,3.0,1,5.288267030694535,20.560746907448635
El Chicó,Apartamento,3,4.0,0,4.727387818712341,20.617905321288585
Santa Barbara,Apartamento,3,4.0,0,5.472270673671475,21.2240411248589
Usaquén,Apartamento,3,3.0,1,4.605170185988092,20.152336289110714
Suba,Casa,4,3.0,1,4.927253685157205,20.524814898222573
Suba,Casa,4,4.0,1,4.941642422609304,20.60673202069046
Suba,Casa,4,4.0,1,4.77912349311153,20.44882899124465
Colinas De Suba,Apartamento,3,2.0,1,4.248495242049359,20.107079697522593
Colinas De Suba,Apartamento,3,2.0,1,4.248495242049359,20.107079697522593
Suba,Casa,4,4.0,1,5.1298987149230735,20.524814898222573
Barrios Unidos,Apartamento,3,4.0,1,5.44673737166631,21.391095209522067
Teusaquillo,Casa,4,3.0,0,5.723585101952381,20.905587393740365
Quinta Camacho,Apartamento,1,1.0,1,3.7612001156935624,19.806975105072254
Suba,Apartamento,2,2.0,0,4.5217885770490405,20.497619155414082
San Patricio,Apartamento,3,3.0,1,5.313205979041787,20.89721914406985
El Virrey,Apartamento,3,3.0,0,5.099866427824199,21.50716738077482
El Chicó,Apartamento,4,4.0,1,5.438079308923196,20.985630101413904
San Patricio,Apartamento,3,4.0,1,4.852030263919617,20.985630101413904
Cabrero,Apartamento,2,2.0,0,4.7535901911063645,20.818576016750736
Nueva Autopista,Apartamento,3,3.0,0,4.795790545596741,20.43558376449463
Chico Navarra,Apartamento,5,6.0,1,5.91350300563827,21.716517609956693
Barrios Unidos,Casa,3,2.0,1,5.351858133476067,20.671972542558862
Usaquén,Apartamento,2,2.0,0,4.204692619390966,19.864536215596786
Barrios Unidos,Apartamento,3,4.0,1,5.075173815233827,20.461901072812005
El Contador,Apartamento,3,2.0,1,4.499809670330265,20.125428836190792
El Contador,Apartamento,3,2.0,1,4.499809670330265,20.125428836190792
Bella Suiza,Apartamento,2,2.0,0,4.30406509320417,20.362976567767728
Usaquén,Apartamento,3,5.0,1,5.655991810819852,21.678777281973847
Santa Barbara,Apartamento,3,3.0,1,5.19295685089021,20.617905321288585
El Chicó,Oficina,3,2.0,0,4.248495242049359,20.818576016750736
El Contador,Apartamento,3,2.0,1,4.499809670330265,20.125428836190792
Santa Maria Del Lago,Casa,5,1.5,1,5.6240175061873385,20.292482920853956
Antonio Nariño,Apartamento,3,2.0,1,5.6240175061873385,19.806975105072254
Santa Barbara,Apartamento,2,3.0,1,5.10594547390058,20.905587393740365
Usaquén,Apartamento,3,3.0,1,5.3706380281276624,21.128730945054574
Usaquén,Apartamento,1,1.0,0,3.6109179126442243,19.275096072108433
Teusaquillo,Casa,3,4.0,1,5.407171771460119,20.809258965697218
Usaquén,Oficina,3,2.0,0,4.882801922586371,20.692806629461703
Suba,Casa,4,3.0,1,4.890349128221754,20.671972542558862
Suba,Casa,4,3.0,1,4.890349128221754,20.671972542558862
Suba,Casa,3,3.0,1,5.0106352940962555,20.772056001115843
Suba,Casa,3,3.0,1,5.0106352940962555,20.772056001115843
Suba,Casa,3,1.0,0,3.912023005428146,19.057257573023918
Suba,Apartamento,4,3.0,0,4.499809670330265,19.90228528487658
Turingia,Apartaestudio,2,1.0,0,3.5553480614894135,19.231610960168695
Bosa,Apartamento,3,2.0,0,3.8066624897703196,18.968802152462054
Engativa,Local,3,6.0,0,6.214608098422191,21.391095209522067
El Chicó,Apartamento,3,3.0,1,4.812184355372417,20.86302777932157
Pasadena ,Casa,3,2.0,1,6.214608098422191,21.253894088008582
Usaquén,Oficina,3,1.0,0,3.58351893845611,19.806975105072254
Chapinero,Oficina,2,2.0,0,4.430816798843313,20.19563309486404
Suba,Casa,4,4.0,1,6.040254711277414,21.639556568820566
Teusaquillo,Casa,3,4.0,0,5.6937321388027,20.86302777932157
Usaquén,Apartamento,3,3.0,1,4.663439094112067,20.16114691879287
Usaquén,Apartamento,3,3.0,1,4.634728988229636,20.16114691879287
Antonio Nariño,Apartamento,3,2.0,1,5.6240175061873385,19.806975105072254
Chapinero,Oficina,3,3.0,0,5.214935757608986,21.20260079362103
Chapinero,Local,3,2.0,1,5.44673737166631,21.253305679636206
Nueva Autopista,Casa,10,8.0,1,5.6240175061873385,21.678777281973847
Suba,Casa,3,3.0,1,5.3471075307174685,20.76248655009969
Mazuren,Casa,3,2.0,1,4.143134726391533,19.865244013196232
Mazuren,Casa,3,2.0,1,4.143134726391533,19.865244013196232
Santa Barbara,Apartamento,1,2.0,1,4.418840607796598,20.5001222856322
Usaquén,Casa,2,2.0,1,4.6443908991413725,20.560746907448635
Pasadena ,Apartamento,5,6.0,1,5.983936280687191,21.78797657393884
El Chicó,Apartamento,3,3.0,1,4.948759890378168,20.524814898222573
Pasadena ,Apartamento,3,3.0,0,5.736572297479192,21.391095209522067
Nueva Zelandia,Apartamento,2,1.0,0,3.6635616461296463,19.348900046691796
Suba,Apartamento,3,3.0,0,4.59511985013459,20.107079697522593
Suba,Apartamento,3,2.0,0,4.5217885770490405,20.300145793599526
Santa Barbara,Apartamento,3,4.0,1,4.976733742420574,21.180690683985286
El Retiro,Local,1,1.0,0,3.4657359027997265,19.11382792451231
Suba,Casa,3,4.0,1,5.937536205082426,21.80507100729814
El Chicó,Apartamento,2,3.0,0,4.672828834461906,20.692806629461703
Usaquén,Apartamento,5,5.0,1,5.572154032177765,20.973246042214182
Chapinero,Apartamento,2,4.0,1,5.099866427824199,20.86302777932157
Usaquén,Casa,4,3.0,1,5.19295685089021,20.70306312962889
Usaquén,Casa,4,3.0,1,5.19295685089021,20.70306312962889
Suba,Apartamento,2,1.0,0,3.6375861597263857,19.204582287780774
Los Rosales,Apartamento,3,4.0,1,5.389071729816501,21.27657607231856
Santa Barbara,Casa,5,2.0,0,5.1647859739235145,21.639556568820566
El Batán,Apartamento,4,3.0,0,4.61512051684126,20.17853866150474
Nueva Zelandia,Apartamento,3,2.0,1,3.970291913552122,19.47847103810022
El Chicó,Oficina,3,1.0,0,4.499809670330265,20.818576016750736
Bella Suiza,Oficina,1,1.0,0,3.5553480614894135,19.715407911546766
Engativa,Casa,5,4.0,1,5.153291594497779,20.43558376449463
Engativa,Casa,5,4.0,1,5.153291594497779,20.43558376449463
Engativa,Casa,5,4.0,1,5.153291594497779,20.43558376449463
Suba,Casa,3,3.0,0,5.6240175061873385,21.31105250184853
Americas Occidental,Casa,5,5.0,0,4.804021044733257,19.90080199215983
Niza,Apartamento,3,2.0,0,5.6240175061873385,20.286851871597754
Usaquén,Apartamento,3,4.0,0,5.393627546352362,21.406362681652855
Americas Occidental,Casa,5,5.0,0,4.804021044733257,19.90080199215983
Niza,Apartamento,3,2.0,0,5.6240175061873385,20.286851871597754
Usaquén,Apartamento,3,4.0,0,5.393627546352362,21.406362681652855
Chapinero,Apartamento,3,3.0,1,4.882801922586371,20.17853866150474
Americas Occidental,Casa,8,3.0,1,5.634789603169249,20.905587393740365
Suba,Apartamento,3,5.0,1,4.948759890378168,20.78059090356568
Chico Norte,Oficina,3,2.0,1,5.293304824724492,21.78797657393884
Usaquén,Casa,3,3.0,1,5.564520407322694,21.75288525412757
Quinta Paredes,Casa,4,3.0,1,5.19295685089021,20.671972542558862
La Calleja,Apartamento,3,4.0,1,5.0689042022202315,20.905587393740365
El Chicó,Apartamento,2,2.0,1,4.3694478524670215,20.595432465436527
Centro Internacional,Apartamento,1,1.0,1,3.8501476017100584,19.51595413135496
Restrepo,Casa,6,4.0,1,5.111987788356544,20.667330204616107
Kennedy,Casa,3,2.0,1,4.787491742782046,20.352202155555577
Teusaquillo,Casa,5,5.0,0,6.040254711277414,21.2240411248589
Florencia,Apartamento,2,2.0,0,4.1588830833596715,19.661729655715515
Suba,Casa,4,3.0,0,4.844187086458591,20.5001222856322
Engativa,Casa,3,3.0,1,4.700480365792417,20.05967745862801
Engativa,Casa,3,3.0,1,4.700480365792417,20.05967745862801
Santa Barbara,Casa,4,4.0,0,5.638354669333745,21.598734574300313
Chapinero,Oficina,3,1.0,0,3.7376696182833684,19.410221937566114
Barrios Unidos,Casa,8,6.0,1,5.598421958998375,20.970125914877936
Engativa,Casa,3,3.5,1,5.117993812416755,20.72326583694641
Cerros De Suba,Apartamento,3,5.0,1,5.0369526024136295,21.059738073567623
Usaquén,Apartamento,3,3.0,1,4.812184355372417,20.43558376449463
Santa Fe,Local,3,2.0,0,5.886104031450156,21.253894088008582
Barrancas,Oficina,3,4.0,1,5.605802066295998,21.365119723118806
Barrancas,Oficina,3,4.0,1,5.598421958998375,21.365119723118806
Barrios Unidos,Casa,3,3.0,0,5.298317366548036,20.905587393740365
Usaquén,Casa,5,4.0,1,5.062595033026967,20.70296108360605
La Salle,Apartamento,2,2.0,1,5.6240175061873385,20.069339369539748
Veraguas,Local,3,1.0,0,5.6240175061873385,20.617905321288585
El Chicó,Oficina,3,1.0,1,3.8501476017100584,19.8722945711929
Chapinero Central,Apartamento,3,2.0,0,5.6240175061873385,20.030118656386467
Chico Norte Ii,Oficina,3,2.0,1,4.204692619390966,19.96824325266838
Las Aguas,Local,3,2.0,0,3.828641396489095,20.70306312962889
Suba,Casa,5,4.0,1,5.288267030694535,21.128730945054574
Fontibón,Apartaestudio,1,2.0,0,3.4657359027997265,19.6146032124248
Suba,Casa,4,4.0,1,5.176149732573829,20.43691620972841
San Patricio,Apartamento,3,3.0,1,4.867534450455582,20.86302777932157
Chapinero,Oficina,1,1.0,0,2.4849066497880004,18.521230509485633
Barrancas,Oficina,3,1.0,1,5.43372200355424,21.253894088008582
Santa Barbara,Apartamento,3,4.0,1,4.74493212836325,20.43558376449463
Bosque De Pinos,Apartamento,3,5.0,1,5.726847747587197,21.416413017506358
Centro Internacional,Oficina,3,2.0,1,4.700480365792417,20.337603356134426
San Patricio,Oficina,3,1.0,1,5.393627546352362,21.598734574300313
Chapinero,Oficina,3,3.0,1,5.10594547390058,20.905587393740365
Niza,Casa,4,3.0,1,5.480638923341991,21.193269466192145
Usaquén,Apartamento,2,1.0,0,5.6240175061873385,19.296149481306266
