location,type,bedrooms,bathrooms,parking,log_area,log_price
Puente Aranda,Oficina,3,2.0,0,4.68213122712422,19.806975105072254
Chapinero Central,Oficina,3,1.0,0,3.6375861597263857,19.586640106080086
Florencia,Apartamento,1,1.0,0,3.8066624897703196,19.15304863766559
Suba,Apartamento,3,2.0,1,5.6240175061873385,19.644456175574483
Veraguas,Local,3,2.0,1,5.6240175061873385,20.617905321288585
Cedritos,Oficina,3,2.0,1,4.955827057601261,21.284160806380214
Usaquén,Apartamento,3,4.0,1,5.3471075307174685,20.66510692277288
Americas Occidental,Casa,5,2.5,1,5.488937726156687,20.43558376449463
El Chicó,Oficina,4,1.0,0,4.02535169073515,19.583831553758046
Ciudad Bolívar,Local,3,5.0,0,5.703782474656201,20.292482920853956
Suba,Casa,8,7.0,1,5.537334267018537,20.030118656386467
Barrios Unidos,Casa,4,6.0,1,6.075346031088684,21.639556568820566
Centro Internacional,Oficina,3,2.0,1,5.393627546352362,20.905587393740365
Santa Barbara,Oficina,3,1.0,1,5.14166355650266,21.03661565614677
Las Aguas,Oficina,3,2.0,1,6.0014148779611505,20.57899207455155
Chapinero,Oficina,1,1.0,0,2.70805020110221,18.31532022829454
Teusaquillo,Local,3,1.0,0,3.9889840465642745,19.656152215337674
Los Mártires,Apartamento,1,1.0,0,3.2188758248682006,19.33697147582652
Barrios Unidos,Apartamento,3,2.0,0,5.6240175061873385,19.485391480944795
Colinas De Suba,Apartamento,4,5.0,0,5.6240175061873385,21.608490991964093
El Plan,Apartamento,3,2.0,0,3.970291913552122,19.67344371244773
Suba,Apartamento,3,3.0,1,4.852030263919617,20.245230036003413
Teusaquillo,Casa,5,2.0,0,5.6240175061873385,20.72326583694641
Suba,Apartamento,1,1.0,0,3.713572066704308,19.402759216364522
El Chicó,Local,3,3.0,1,5.648974238161206,21.77058483122697
Americas Occidental,Casa,6,4.0,1,5.1647859739235145,20.560746907448635
Barrios Unidos,Casa,14,14.0,1,5.966146739123692,21.416413017506358
Palermo,Oficina,3,5.0,1,6.309918278226516,21.82187812561452
Niza,Casa,10,12.0,1,6.380122536899765,20.985630101413904
Barrancas,Casa,4,5.0,0,5.6131281063880705,20.5001222856322
Ingles,Apartamento,2,1.0,0,5.6240175061873385,19.008467408854486
El Retiro,Casa,9,4.0,0,5.652489180268651,21.82187812561452
Antonio Nariño,Oficina,3,1.0,0,4.890349128221754,20.049921283682647
Colinas De Suba,Apartamento,3,4.5,1,5.278114659230517,21.094829393378895
Cedritos,Apartamento,2,2.0,1,4.477336814478207,20.62895515747517
Suba,Casa,4,4.5,1,6.436150368369428,21.41140047568281
Fontibón,Oficina,3,1.0,1,4.454347296253507,20.65605708725296
Colinas De Suba,Apartamento,3,5.0,1,5.19295685089021,21.31105250184853
Usaquén,Apartamento,4,5.0,1,5.488937726156687,21.193269466192145
El Chicó,Apartamento,3,3.0,1,5.241747015059643,21.02337042939675
Cerros De Suba,Apartamento,4,4.0,1,5.768320995793772,21.51172319731068
San Patricio,Apartamento,4,4.0,1,5.262690188904886,21.059738073567623
Chico Norte,Oficina,3,2.0,1,4.976733742420574,21.253894088008582
Usaquén,Apartamento,2,2.0,1,4.477336814478207,20.36659089300768
Cerros De Suba,Apartamento,4,5.0,1,5.442417710521793,21.059738073567623
Chico Reservado,Apartamento,3,5.0,1,5.564520407322694,21.639556568820566
Chapinero,Apartamento,2,3.0,1,5.564520407322694,21.416413017506358
El Retiro,Apartamento,4,6.0,1,6.023447592961033,21.65148513968584
Usaquén,Apartamento,3,3.0,1,5.3471075307174685,20.86302777932157
Usaquén,Apartamento,3,5.0,1,5.616771097666572,21.038076576786445
Chico Norte,Oficina,3,1.0,1,4.276666119016055,20.337603356134426
Suba,Casa,3,7.0,1,5.886104031450156,21.41140047568281
Chapinero,Apartamento,1,2.0,1,3.9318256327243257,20.237132825770793
El Chicó,Apartamento,1,2.0,1,4.127134385045092,20.030118656386467
El Retiro,Apartamento,4,4.0,1,5.37989735354046,21.31105250184853
Los Rosales,Apartamento,3,5.0,1,5.351858133476067,21.46520318167579
El Retiro,Apartamento,4,3.0,1,5.332718793265369,20.905587393740365
El Castillo,Apartamento,3,3.0,1,5.087596335232384,20.985630101413904
El Chicó,Apartamento,2,2.0,1,4.454347296253507,20.125428836190792
Chico Norte,Oficina,3,1.0,1,4.532599493153256,20.70306312962889
Suba,Casa,4,5.0,1,5.991464547107982,21.639556568820566
El Chicó,Apartamento,4,4.0,1,5.659482215759621,21.734866748624892
El Chicó,Oficina,3,1.0,1,4.418840607796598,20.560746907448635
Parque Central Bavaria,Local,3,4.0,1,5.605802066295998,21.51172319731068
Parque Central Bavaria,Oficina,3,4.0,1,5.605802066295998,21.51172319731068
Puente Largo,Oficina,1,2.0,0,3.091042453358316,19.008467408854486
Barrios Unidos,Casa,5,3.0,1,5.241747015059643,20.905587393740365
Santa Barbara,Apartamento,4,5.0,0,5.6240175061873385,20.905587393740365
Chapinero Central,Apartamento,3,2.0,0,4.477336814478207,19.98929666186621
Puente Aranda,Local,3,1.0,0,4.5217885770490405,21.150179276260445
Engativa,Local,3,1.0,0,3.4011973816621555,19.008467408854486
Las Nieves,Oficina,3,8.0,0,6.396929655216146,21.854667948437513
Usaquén,Apartamento,3,2.0,1,4.04305126783455,19.485391480944795
Santa Barbara,Apartamento,3,3.0,1,4.867534450455582,20.595432465436527
Usme,Apartamento,3,1.0,0,5.6240175061873385,19.06253463012476
Chico Navarra,Oficina,3,1.0,0,3.828641396489095,19.92475814072864
Chapinero,Apartamento,3,4.0,0,5.472270673671475,21.716517609956693
Usaquén,Apartamento,3,4.0,1,5.41610040220442,21.48032634325001
Fontibón,Oficina,3,2.0,1,4.248495242049359,20.36659089300768
Ciudad Bolívar,Local,3,2.0,0,5.2574953720277815,20.5001222856322
Usaquén,Apartamento,4,5.0,0,5.438079308923196,21.05256958408901
Teusaquillo,Apartamento,3,2.0,0,4.6913478822291435,20.125428836190792
Santa Barbara,Apartamento,3,3.0,0,4.844187086458591,20.94640938826062
La Calleja,Apartamento,3,3.0,0,5.003946305945459,20.888780275423983
Usaquén,Apartamento,1,2.0,1,4.219507705176107,20.075092022029196
El Batán,Apartamento,3,2.0,1,4.653960350157523,20.125428836190792
Portales Del Norte,Apartamento,3,2.0,1,4.543294782270004,19.96824325266838
Chapinero,Oficina,1,1.0,0,2.4849066497880004,18.514781847664143
El Chicó,Oficina,3,1.0,1,3.9889840465642745,19.729013563602543
La Calleja,Apartamento,3,4.0,1,5.356586274672012,21.161520767877565
Los Rosales,Apartamento,3,3.0,1,5.4510384535657,21.253894088008582
El Virrey,Oficina,3,2.0,1,4.442651256490317,20.245230036003413
Santa Fe,Oficina,3,2.0,1,5.857933154483459,21.45563373065964
El Chicó,Oficina,3,1.0,1,3.784189633918261,19.918963607020302
El Chicó,Oficina,3,1.0,1,4.2626798770413155,20.43558376449463
Chico Navarra,Apartamento,3,3.0,1,5.087596335232384,20.617905321288585
Chico Norte,Oficina,3,10.0,1,5.003946305945459,21.304363513697734
Colinas De Suba,Casa,4,4.5,1,5.545177444479562,20.89721914406985
Usaquén,Oficina,2,2.0,0,5.6240175061873385,18.81272283172839
Chapinero,Local,3,1.0,0,3.367295829986474,19.450300161133523
Chapinero Central,Local,3,1.0,0,3.8501476017100584,19.67344371244773
Chapinero,Casa,8,5.0,0,5.056245805348308,20.40992401771405
Chico Norte,Oficina,2,2.0,1,3.9889840465642745,19.781657297087968
Pasadena ,Casa,8,8.0,1,5.493061443340548,21.128064056066872
Usaquén,Apartamento,3,4.0,1,4.852030263919617,20.394761769974377
Las Villas,Casa,6,5.0,1,5.6240175061873385,20.818576016750736
Chico Reservado,Oficina,3,1.0,1,5.0238805208462765,21.253894088008582
Pontevedra ,Casa,4,3.0,1,5.521460917862246,20.985630101413904
Alhambra,Casa,4,4.0,1,5.846438775057725,21.233090960378817
El Chicó,Apartamento,3,4.0,1,5.438079308923196,20.985630101413904
Barrios Unidos,Casa,2,2.0,1,6.152732694704104,21.193269466192145
Barrios Unidos,Oficina,3,6.0,1,5.799092654460526,21.598734574300313
El Retiro,Apartamento,1,2.0,1,4.23410650459726,20.985630101413904
Galerias,Casa,11,7.0,1,6.1092475827643655,21.57768116510248
La Soledad ,Casa,4,5.0,1,5.552959584921617,21.193269466192145
Santa Barbara,Oficina,3,4.0,1,5.488937726156687,21.059738073567623
Chapinero,Apartamento,3,5.0,1,5.393627546352362,21.854667948437513
Chico Norte Ii,Apartamento,2,3.0,0,4.418840607796598,20.4422283072133
Portales Del Norte,Apartamento,3,2.0,0,4.532599493153256,19.879295766651882
Chapinero,Oficina,3,1.0,0,5.840641657373398,21.917188305418847
Barrios Unidos,Local,3,7.0,0,6.565264970035361,21.46520318167579
Chico Norte,Oficina,3,1.0,1,5.6240175061873385,19.946737047447414
Santa Barbara,Apartamento,4,3.0,0,4.844187086458591,20.427551592797364
Kennedy,Casa,7,4.0,1,5.6240175061873385,20.905587393740365
Barrios Unidos,Casa,7,6.0,1,5.6240175061873385,20.43558376449463
Chapinero,Apartamento,2,3.0,1,5.497168225293202,21.31105250184853
Usaquén,Apartamento,3,3.0,1,5.062595033026967,20.671972542558862
Suba,Casa,5,8.0,1,6.396929655216146,21.716517609956693
Santa Barbara,Apartamento,3,2.0,1,4.499809670330265,20.17853866150474
Usaquén,Apartamento,4,4.0,1,5.918893854273146,21.97602880544178
Chico Reservado,Oficina,3,4.0,1,5.768320995793772,21.981726826556418
Usaquén,Apartamento,3,4.0,1,5.424950017481403,21.2240411248589
Chapinero,Oficina,3,3.0,1,5.10594547390058,20.938377216563357
El Chicó,Apartamento,3,2.0,1,4.653960350157523,20.43558376449463
El Retiro,Oficina,3,3.0,1,5.075173815233827,21.349204267812908
Santa Barbara,Apartamento,4,4.0,1,5.093750200806762,20.560746907448635
Chapinero,Oficina,3,3.0,1,5.043425116919247,20.880269585756075
Usaquén,Oficina,3,1.0,1,4.875197323201151,20.99329297415947
Barrios Unidos,Local,3,1.0,1,4.418840607796598,20.86302777932157
Usaquén,Oficina,3,2.0,1,5.3471075307174685,21.302684252178015
Usaquén,Apartamento,3,3.0,1,5.37989735354046,21.716517609956693
Alhambra,Casa,6,8.0,1,6.226536669287466,21.416413017506358
Galerias,Oficina,3,3.0,1,4.997212273764115,21.02337042939675
El Retiro,Oficina,3,1.0,1,5.147494476813453,21.253894088008582
Suba,Casa,5,3.0,1,6.184148890937483,21.886416646752092
Los Rosales,Apartamento,3,3.0,1,5.081404364984463,21.004678296384597
Chapinero,Apartamento,1,1.0,1,3.828641396489095,19.485391480944795
Chico Reservado,Apartamento,2,3.0,1,4.770684624465665,20.43558376449463
Usaquén,Local,3,1.0,1,4.787491742782046,21.391095209522067
Niza,Apartamento,10,12.0,0,6.1092475827643655,21.51172319731068
San Diego,Oficina,3,1.0,0,4.700480365792417,19.92475814072864
Chico Norte,Oficina,3,1.0,0,4.997212273764115,21.115307924722433
Suba,Casa,4,5.0,0,5.71042701737487,21.391095209522067
Usaquén,Oficina,3,2.0,0,6.304448802421981,21.282881624881835
Suba,Oficina,3,1.0,0,4.394449154672439,20.560746907448635
Barrios Unidos,Casa,4,2.0,0,4.983606621708336,20.292482920853956
Colinas De Suba,Apartamento,3,4.0,1,5.318119993844216,21.094829393378895
Kennedy,Casa,8,5.0,0,5.497168225293202,20.030118656386467
Suba,Casa,2,1.0,0,3.58351893845611,18.980296531887788
Centro Internacional,Oficina,3,1.0,0,3.8501476017100584,19.755681810684706
Pontevedra ,Casa,4,3.5,1,5.459585514144159,20.650695144111577
Usaquén,Local,3,2.0,0,4.330733340286331,20.671972542558862
Santa Barbara,Apartamento,2,2.0,1,4.04305126783455,19.843789078194973
Usaquén,Oficina,3,1.0,1,4.770684624465665,21.02337042939675
Centro Internacional,Local,3,1.0,0,3.367295829986474,19.599335740294013
Colinas De Suba,Apartamento,3,3.0,1,4.90527477843843,20.71321550109291
Cedritos,Apartamento,3,2.5,0,4.543294782270004,20.47480447764791
Restrepo,Local,3,5.0,0,5.480638923341991,21.02337042939675
Portales Del Norte,Apartamento,2,1.0,0,3.6109179126442243,19.296149481306266
El Chicó,Local,3,1.0,1,3.4965075614664802,19.855765269241687
El Batán,Apartamento,2,2.0,1,4.189654742026425,20.43558376449463
El Chicó,Oficina,3,1.0,1,4.430816798843313,20.088566793730944
Cedritos,Oficina,3,2.0,1,4.51085950651685,20.578240064896153
Bosque De Pinos,Apartamento,4,6.0,1,5.66988092298052,21.2240411248589
Bosque De Pinos,Apartamento,1,4.0,1,5.351858133476067,21.059738073567623
Barrancas,Oficina,3,2.0,1,5.209486152841421,21.1171885875993
Chico Norte Ii,Oficina,3,1.0,0,3.713572066704308,19.312678783257475
San Patricio,Apartamento,3,5.0,0,5.342334251964811,21.217962078782516
Chapinero,Apartamento,3,3.0,0,4.927253685157205,20.70306312962889
Chapinero,Local,3,4.0,0,6.173786103901937,21.97602880544178
Santa Fe,Oficina,3,2.0,0,4.5217885770490405,19.41393251696265
Pasadena ,Casa,4,3.0,1,5.634789603169249,20.809443533187462
Niza,Oficina,3,6.0,1,6.093569770045136,21.193269466192145
Los Rosales,Apartamento,4,6.0,1,5.703782474656201,21.556174959881517
El Chicó,Apartamento,3,3.0,1,5.062595033026967,20.772056001115843
Santa Barbara,Apartamento,2,2.0,1,4.007333185232471,19.92475814072864
Barrios Unidos,Casa,11,7.0,1,5.8289456176102075,21.193269466192145
Barrios Unidos,Casa,5,3.0,1,5.69035945432406,21.02337042939675
Usaquén,Casa,7,4.0,1,6.551080335043404,21.639556568820566
Kennedy,Casa,11,6.0,1,5.877735781779639,20.905587393740365
Barrios Unidos,Oficina,3,2.0,1,4.356708826689592,20.44882899124465
Santa Barbara,Apartamento,3,2.0,1,4.5217885770490405,20.069339369539748
Chico Norte,Oficina,3,1.0,0,4.852030263919617,20.80022687808254
El Chicó,Oficina,3,1.0,0,4.74493212836325,21.121370590648283
Usaquén,Casa,7,4.0,1,6.551080335043404,21.639556568820566
Kennedy,Casa,11,6.0,1,5.877735781779639,20.905587393740365
Barrios Unidos,Oficina,3,2.0,1,4.356708826689592,20.44882899124465
Santa Barbara,Apartamento,3,2.0,1,4.5217885770490405,20.069339369539748
Chico Norte,Oficina,3,1.0,0,4.852030263919617,20.80022687808254
El Chicó,Oficina,3,1.0,0,4.74493212836325,21.121370590648283
Colinas De Suba,Apartamento,3,2.0,1,4.543294782270004,20.125428836190792
Chico Navarra,Oficina,3,1.0,1,5.736572297479192,21.556174959881517
Barrios Unidos,Local,5,4.0,0,5.8664680569332965,21.193269466192145
Usaquén,Casa,5,2.0,0,5.552959584921617,21.716517609956693
Barrios Unidos,Casa,6,4.0,0,6.0867747269123065,21.193269466192145
Barrios Unidos,Local,3,3.0,0,6.579251212010101,21.639556568820566
Usaquén,Apartamento,3,2.0,0,5.236441962829949,20.72326583694641
Usaquén,Casa,5,2.0,0,5.552959584921617,21.716517609956693
Chapinero,Oficina,3,1.0,0,3.5263605246161616,18.951308995014536
El Chicó,Apartamento,2,2.0,1,5.6240175061873385,20.21244021318042
Suba,Apartamento,3,2.0,1,5.6240175061873385,19.70161458941443
Usaquén,Local,3,2.0,0,4.477336814478207,21.745716764648957
Cedritos,Apartamento,3,2.0,1,4.2626798770413155,19.6146032124248
Suba,Casa,3,2.0,1,4.634728988229636,19.999659448901756
Usaquén,Apartamento,3,4.0,0,4.897839799950911,21.317233360923613
Usaquén,Apartamento,3,4.0,0,5.356586274672012,21.807576340903662
Usaquén,Apartamento,3,4.0,0,5.375278407684165,21.826605268382295
Usaquén,Apartamento,3,4.0,0,4.897839799950911,21.33253563351725
Usaquén,Apartamento,3,4.0,0,5.0689042022202315,21.488549941276993
Usaquén,Apartamento,3,4.0,0,4.897839799950911,21.30174711852754
Usaquén,Apartamento,3,4.0,0,5.375278407684165,21.830195936513025
El Retiro,Oficina,7,2.0,0,4.74493212836325,20.307750392984744
Chapinero,Oficina,3,2.0,1,4.1588830833596715,19.67344371244773
Chapinero Central,Oficina,3,1.0,1,5.043425116919247,20.86302777932157
Barrios Unidos,Local,3,2.0,1,4.709530201312334,20.394761769974377
El Chicó,Oficina,3,1.0,1,4.1588830833596715,20.030118656386467
Engativa,Oficina,3,2.0,1,5.575949103146316,21.53419605316274
Santa Barbara,Apartamento,2,3.0,1,4.787491742782046,20.86302777932157
Chico Norte,Oficina,3,1.0,1,3.970291913552122,19.781657297087968
Chapinero,Oficina,3,1.0,1,4.060443010546419,20.020068320532964
El Chicó,Oficina,3,1.0,1,4.68213122712422,20.671972542558862
El Chicó,Oficina,3,1.0,1,3.6635616461296463,19.25358986688747
Chico Norte,Oficina,3,2.0,1,4.51085950651685,20.40855509210671
San Patricio,Apartamento,3,3.0,1,4.844187086458591,20.394761769974377
Kennedy,Casa,7,3.0,0,5.41610040220442,20.125428836190792
Puente Aranda,Local,5,4.0,0,6.089044875446846,20.772056001115843
El Chicó,Oficina,3,1.0,0,4.812184355372417,21.02337042939675
Suba,Casa,6,6.0,0,5.966146739123692,21.716517609956693
Barrios Unidos,Local,3,1.0,0,2.772588722239781,19.11382792451231
El Chicó,Oficina,3,2.0,0,4.718498871295094,20.292482920853956
Chapinero,Oficina,3,1.0,0,3.091042453358316,19.008467408854486
Centro Internacional,Oficina,3,2.0,0,5.4638318050256105,20.560746907448635
Suba,Oficina,3,1.0,0,3.9889840465642745,20.030118656386467
La Candelaria,Local,3,1.0,0,3.367295829986474,19.33697147582652
Las Villas,Casa,4,3.0,0,5.673323267171493,20.905587393740365
San Diego,Local,3,2.0,1,5.455321115357702,21.365119723118806
Chapinero,Oficina,3,2.0,1,4.442651256490317,19.90228528487658
Usaquén,Casa,3,4.0,1,5.855071922202427,21.97602880544178
El Retiro,Oficina,3,1.0,1,3.5263605246161616,19.85099199048903
Las Nieves,Oficina,3,2.0,0,6.38856140554563,22.03159865659659
Usaquén,Oficina,3,2.0,1,4.653960350157523,20.43558376449463
Centenario,Local,3,1.0,0,5.961005339623274,21.678777281973847
Usaquén,Apartamento,3,4.0,0,5.0689042022202315,21.473624291060318
Cabrero,Apartamento,2,2.0,0,4.727387818712341,20.497619155414082
Usaquén,Apartamento,5,6.0,1,6.363028103540465,21.886416646752092
Usaquén,Apartamento,4,4.0,0,5.537334267018537,20.617905321288585
Los Rosales,Apartamento,3,3.0,0,5.241747015059643,21.059738073567623
Centro Internacional,Oficina,3,1.0,1,4.31748811353631,20.256457098597195
Puente Aranda,Local,3,10.0,0,3.4965075614664802,20.43558376449463
La Candelaria,Local,3,1.0,0,3.4011973816621555,19.33697147582652
Usaquén,Apartamento,3,3.0,1,5.198497031265826,21.2240411248589
Santa Barbara,Apartamento,2,2.0,1,4.574710978503383,20.292482920853956
Chico Navarra,Apartamento,5,7.0,1,5.860786223465865,21.41140047568281
Chico Norte Ii,Oficina,3,2.0,1,4.553876891600541,20.905587393740365
Fontibón,Oficina,3,2.0,1,4.574710978503383,20.905587393740365
Santa Barbara,Casa,4,7.0,1,5.940171252720432,21.2240411248589
El Chicó,Oficina,3,1.0,1,3.8066624897703196,20.182942742391397
El Chicó,Oficina,3,1.0,1,5.117993812416755,21.657036893815807
El Chicó,Oficina,3,1.0,1,3.58351893845611,19.33697147582652
El Retiro,Local,3,1.0,1,2.833213344056216,19.11382792451231
Colinas De Suba,Apartamento,3,5.0,1,5.332718793265369,21.193269466192145
El Chicó,Apartamento,3,2.0,1,4.890349128221754,20.069339369539748
Quinta Camacho,Oficina,3,2.0,1,5.886104031450156,21.77058483122697
Cerros De Suba,Apartamento,3,2.0,1,4.499809670330265,20.030118656386467
Chapinero,Apartamento,3,3.0,1,4.6443908991413725,20.493852672618605
Barrios Unidos,Oficina,3,2.0,0,5.6240175061873385,20.030118656386467
El Chicó,Oficina,3,1.0,1,5.19295685089021,21.31105250184853
Suba,Casa,4,2.5,1,5.6240175061873385,20.049921283682647
Usaquén,Casa,3,2.0,1,4.382026634673881,19.89085658905296
Chico Norte,Local,3,2.0,1,5.680172609017068,21.089990116738146
Niza,Casa,10,5.0,1,6.040254711277414,21.488733679085982
Suba,Casa,3,2.5,1,4.882801922586371,20.261230377349854
Santa Barbara,Oficina,3,1.0,1,5.6240175061873385,20.152336289110714
Suba,Casa,5,2.0,1,4.969813299576001,20.560746907448635
Usaquén,Casa,4,3.0,1,5.147494476813453,20.584003769612902
Barrios Unidos,Casa,5,3.0,0,5.6240175061873385,20.617905321288585
La Soledad ,Casa,8,4.0,1,6.270988431858299,21.31105250184853
Las Aguas,Local,3,2.0,0,5.484796933490655,20.834150642875706
Chico Reservado,Oficina,3,2.0,0,5.652489180268651,21.65641368588699
El Chicó,Apartamento,3,4.0,1,5.056245805348308,21.27715095017285
Santa Barbara,Apartamento,4,4.0,1,5.6240175061873385,20.560746907448635
Usaquén,Oficina,3,2.0,1,4.356708826689592,21.193269466192145
Santa Barbara,Oficina,3,2.0,1,5.703782474656201,21.75288525412757
Suba,Casa,4,4.0,1,5.6240175061873385,20.94640938826062
Barrios Unidos,Casa,4,4.0,1,5.940171252720432,21.406362681652855
Santa Fe,Oficina,3,1.0,0,4.356708826689592,20.36659089300768
Tintala,Apartamento,2,1.0,0,3.7376696182833684,19.008467408854486
Santa Barbara,Apartamento,3,3.0,1,4.663439094112067,20.60673202069046
San Patricio,Oficina,3,1.0,0,3.9889840465642745,20.030118656386467
Suba,Casa,5,6.0,0,6.1092475827643655,21.57768116510248
Las Aguas,Local,3,2.0,0,4.394449154672439,19.761706795012696
Chapinero,Apartamento,3,4.0,1,5.6240175061873385,21.932226182783385
Ciudad Bolívar,Local,1,2.0,0,4.204692619390966,20.292482920853956
Santa Fe,Oficina,3,2.0,0,3.5553480614894135,19.209138104316636
Los Rosales,Apartamento,2,4.0,0,5.159055299214529,21.205691986190704
Gran Granada,Apartamento,3,2.0,0,4.189654742026425,19.25358986688747
Usaquén,Apartamento,3,3.0,1,5.056245805348308,21.02337042939675
